a,b,spearman
core_optical_flow__times_s__max,scene_classification__end_time_s__mean,0.9858
core_depth_midas__times_s__mean,scene_classification__end_time_s__mean,0.9858
core_clip__times_s__mean,scene_classification__end_time_s__mean,0.9858
core_depth_midas__preview_times_s__std,scene_classification__end_time_s__mean,0.9858
core_depth_midas__times_s__max,scene_classification__end_time_s__mean,0.9858
core_clip__times_s__p90,scene_classification__end_time_s__mean,0.9858
core_clip__times_s__max,scene_classification__end_time_s__mean,0.9858
core_optical_flow__preview_prev_times_s__p90,scene_classification__end_time_s__mean,0.9858
core_optical_flow__times_s__std,scene_classification__end_time_s__mean,0.9858
core_optical_flow__preview_cur_times_s__std,scene_classification__end_time_s__mean,0.9858
core_optical_flow__times_s__p90,scene_classification__end_time_s__mean,0.9858
core_optical_flow__preview_cur_times_s__p90,scene_classification__end_time_s__mean,0.9858
core_depth_midas__preview_times_s__max,scene_classification__end_time_s__mean,0.9858
core_optical_flow__preview_cur_times_s__max,scene_classification__end_time_s__mean,0.9858
core_depth_midas__preview_times_s__p50,scene_classification__end_time_s__mean,0.9858
core_clip__times_s__std,scene_classification__end_time_s__mean,0.9858
core_optical_flow__times_s__mean,scene_classification__end_time_s__mean,0.9858
core_depth_midas__preview_times_s__mean,scene_classification__end_time_s__mean,0.9858
cut_detection__event_start_time_s__mean,cut_detection__event_times_s__max,0.9858
cut_detection__soft_lab_l__mean,cut_detection__soft_lab_l__p50,0.9857
cut_detection__soft_hsv_v__mean,cut_detection__soft_hsv_v__p50,0.9857
core_depth_midas__preview_times_s__p90,scene_classification__end_time_s__mean,0.9857
uniqueness__repeat_threshold_raw,uniqueness__repeat_threshold_used,0.9856
scene_classification__start_time_s__mean,scene_classification__start_time_s__p50,0.9856
scene_classification__frame_entropy__mean,scene_classification__frame_topk_probs__mean,0.9856
cut_detection__event_end_time_s__max,cut_detection__event_start_time_s__max,0.9856
cut_detection__event_end_time_s__p50,cut_detection__event_times_s__mean,0.9852
cut_detection__event_start_time_s__max,cut_detection__event_times_s__std,0.9849
cut_detection__event_pair_index__max,cut_detection__event_times_s__p90,0.9845
scene_classification__frame_scene_id__max,scene_classification__frame_scene_id__mean,0.9844
scene_classification__end_frame__max,scene_classification__end_time_s__mean,0.9844
cut_detection__ssim_drop__mean,cut_detection__ssim_drop__p50,0.9843
core_optical_flow__preview_pair_pos__std,scene_classification__end_time_s__mean,0.9842
core_optical_flow__preview_pair_pos__p90,scene_classification__end_time_s__mean,0.9842
core_optical_flow__preview_pair_pos__mean,scene_classification__end_time_s__mean,0.9842
core_optical_flow__preview_pair_pos__p50,scene_classification__end_time_s__mean,0.9842
core_optical_flow__preview_pair_pos__max,scene_classification__end_time_s__mean,0.9842
core_clip__places365_video_topk_scores__mean,core_clip__places365_video_topk_scores__p50,0.984
cut_detection__event_start_time_s__mean,cut_detection__event_times_s__p50,0.9839
cut_detection__event_end_time_s__max,cut_detection__event_start_time_s__std,0.9837
cut_detection__pair_dt_s__p50,cut_detection__pair_times_s__min,0.9837
cut_detection__event_end_time_s__mean,cut_detection__event_start_time_s__p90,0.9837
scene_classification__frame_entropy__mean,scene_classification__frame_entropy__p50,0.9836
cut_detection__event_start_time_s__p90,cut_detection__event_times_s__std,0.9836
core_optical_flow__dt_seconds__p50,core_optical_flow__preview_cur_times_s__min,0.9834
core_optical_flow__preview_cur_times_s__min,cut_detection__pair_dt_s__p50,0.9833
cut_detection__event_end_time_s__max,cut_detection__event_start_time_s__p90,0.9832
core_depth_midas__depth_std__mean,core_depth_midas__depth_std__p50,0.9831
cut_detection__event_pair_index__max,cut_detection__event_start_time_s__p90,0.9831
core_optical_flow__dt_seconds__p50,cut_detection__pair_times_s__min,0.9828
core_clip__scene_atmosphere_scores__mean,core_clip__scene_atmosphere_scores__p50,0.982
cut_detection__event_end_time_s__max,cut_detection__times_s__p50,0.9817
cut_detection__event_end_time_s__max,scene_classification__times_s__p90,0.9817
cut_detection__event_end_time_s__max,scene_classification__times_s__p50,0.9817
cut_detection__event_end_time_s__max,scene_classification__times_s__std,0.9817
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__std,0.9817
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__max,0.9817
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__mean,0.9817
cut_detection__event_start_time_s__mean,cut_detection__event_start_time_s__std,0.9817
cut_detection__event_end_time_s__max,cut_detection__times_s__max,0.9817
cut_detection__event_end_time_s__max,cut_detection__times_s__mean,0.9817
cut_detection__event_end_time_s__max,cut_detection__times_s__std,0.9817
cut_detection__event_end_time_s__max,cut_detection__times_s__p90,0.9817
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__max,0.9817
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__p90,0.9817
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__p50,0.9817
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__std,0.9817
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__mean,0.9817
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__p50,0.9817
cut_detection__event_end_time_s__max,scene_classification__end_time_s__max,0.9817
cut_detection__event_end_time_s__max,scene_classification__times_s__max,0.9817
cut_detection__event_end_time_s__max,scene_classification__times_s__mean,0.9817
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__p90,0.9817
core_depth_midas__depth_complexity_score__mean,core_depth_midas__depth_complexity_score__p50,0.9815
core_optical_flow__times_s__std,cut_detection__event_end_time_s__max,0.9814
cut_detection__avg_shot_length,cut_detection__shot_length_p75,0.9814
cut_detection__event_end_time_s__mean,cut_detection__event_start_time_s__max,0.9814
core_depth_midas__preview_times_s__p90,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_prev_times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_clip__times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_depth_midas__times_s__std,cut_detection__event_end_time_s__max,0.9814
core_depth_midas__preview_times_s__std,cut_detection__event_end_time_s__max,0.9814
core_clip__times_s__std,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_depth_midas__times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_depth_midas__preview_times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_cur_times_s__mean,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__times_s__p90,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_prev_times_s__max,cut_detection__event_end_time_s__max,0.9813
core_depth_midas__preview_times_s__mean,cut_detection__event_end_time_s__max,0.9813
core_depth_midas__preview_times_s__max,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_clip__times_s__max,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__times_s__max,cut_detection__event_end_time_s__max,0.9813
core_clip__times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_depth_midas__times_s__max,cut_detection__event_end_time_s__max,0.9813
core_clip__times_s__p90,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_cur_times_s__max,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_cur_times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_depth_midas__times_s__p90,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_prev_times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_depth_midas__times_s__p50,cut_detection__event_end_time_s__max,0.9813
core_optical_flow__preview_cur_times_s__std,cut_detection__event_end_time_s__max,0.9812
cut_detection__event_strength__max,cut_detection__event_strength__std,0.9812
core_optical_flow__preview_prev_times_s__std,cut_detection__event_end_time_s__max,0.9812
cut_detection__event_end_time_s__max,cut_detection__event_end_time_s__std,0.9811
scene_classification__end_time_s__p50,scene_classification__end_time_s__p90,0.9811
cut_detection__event_end_time_s__p90,cut_detection__event_pair_index__max,0.9811
core_optical_flow__preview_cur_times_s__p90,cut_detection__event_end_time_s__max,0.981
core_optical_flow__preview_prev_times_s__p90,cut_detection__event_end_time_s__max,0.981
cut_detection__event_start_time_s__std,cut_detection__event_times_s__mean,0.9804
cut_detection__motion_cuts_count,cut_detection__zoom_transition_count,0.9803
cut_detection__event_end_time_s__p90,cut_detection__event_start_time_s__mean,0.9802
cut_detection__event_end_time_s__p50,cut_detection__event_start_time_s__p50,0.9802
cut_detection__event_end_time_s__max,scene_classification__end_time_s__p90,0.9801
cut_detection__event_start_time_s__p50,cut_detection__event_times_s__mean,0.9801
